Internal ID Variant (Do Not Edit);Category;SKU;Items Name (Do Not Edit);ecommerce item? (Yes/No);Pre-order ? (Yes/No);Processing days;Weight (gm);Length (cm);Width (cm);Height (cm);Condition;Brand Name;Variant name;Basic - Price;Image 1 (for Online Store);Image 2 (for Online Store);Image 3 (for Online Store);Image 4 (for Online Store);Image 5 (for Online Store);Image 6 (for Online Store);Image 7 (for Online Store);Image 8 (for Online Store);Image 9 (for Online Store);Image 10 (for Online Store);Image 11 (for Online Store);Image 12 (for Online Store);In Stock;Track Stock;Track Alert;Stock Alert;Track Cost;Cost Amount
96577323;LIQUID;;Booze Mango Pod Friendly;No;No;0;;;;;;Unbranded;;95000;;;;;;;;;;;;;0;Yes;Yes;0;No;
96577326;LIQUID;;Booze Grape Pod Friendly;No;No;0;;;;;;Unbranded;;95000;;;;;;;;;;;;;0;Yes;Yes;0;No;
96577328;LIQUID;;Booze Lyche Pod Friendly;No;No;0;;;;;;Unbranded;;95000;;;;;;;;;;;;;1;Yes;Yes;0;No;
96577330;LIQUID;;Booze Strawberry Apple Pod Friendly;No;No;0;;;;;;Unbranded;;95000;;;;;;;;;;;;;0;Yes;Yes;0;No;
96577333;LIQUID;;Waffle V2 Banana Cheese;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
96787381;LIQUID;;Happi Krunch Pods V1 Chocolate;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
96787398;LIQUID;;Cookies Cream Dark;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
96788033;LIQUID;;Oat Drips Salt V6 (Strawberry);No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;2;Yes;Yes;0;No;
96840037;ATOMIZER;;Dead Rabbit RTA V3;No;No;0;;;;;;Unbranded;;350000;;;;;;;;;;;;;0;Yes;Yes;0;No;
96968502;LIQUID;;Bequ Light;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
97242761;MOD / POD;;Oxva Xlim SE;No;No;0;;;;;;Unbranded;;230000;;;;;;;;;;;;;0;Yes;Yes;0;No;
97713747;LIQUID;;Secret Strawberry Lemon Cake 60ml;No;No;0;;;;;;Unbranded;;145000;;;;;;;;;;;;;0;Yes;Yes;0;No;
97713749;LIQUID;;Hero57 : Grape Lychee 60ml;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;1;Yes;Yes;0;No;
97713757;ACCESSORIES;;Cartridge Argus 0.7ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;3;Yes;Yes;0;No;
97713840;LIQUID;;Happi Krunch Pods V2 White;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
97713846;LIQUID;4009;Ala Carte Cream Poundcake 60ml;No;No;0;;;;;;Unbranded;;150000;;;;;;;;;;;;;0;Yes;Yes;0;No;
97714708;LIQUID;;Coconanarilla Pods Friendly;No;No;0;;;;;;Unbranded;;105000;;;;;;;;;;;;;0;Yes;Yes;0;No;
97715874;LIQUID;;Dewnanarilla Pods Friendly;No;No;0;;;;;;Unbranded;;105000;;;;;;;;;;;;;0;Yes;Yes;0;No;
97716539;LIQUID;;My Oats Salt Strawberry 15ml;No;No;0;;;;;;Unbranded;;75000;;;;;;;;;;;;;0;Yes;Yes;0;No;
97716746;MOD / POD;;Argus Pod;No;No;0;;;;;;Unbranded;;290000;;;;;;;;;;;;;0;Yes;Yes;0;No;
97861720;LIQUID;;Aflo Salt Mix Fruit;No;No;0;;;;;;Unbranded;;60000;;;;;;;;;;;;;0;Yes;Yes;0;No;
97861740;LIQUID;;Exo Salt : Watermelon;No;No;0;;;;;;Unbranded;;85000;;;;;;;;;;;;;0;Yes;Yes;0;No;
97861749;LIQUID;;Exo : Watermelon;No;No;0;;;;;;Unbranded;;90000;;;;;;;;;;;;;0;Yes;Yes;0;No;
98026308;LIQUID;;Booze Strawberry Apple 60ml;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;1;Yes;Yes;0;No;
98026321;LIQUID;;Booze Grape 60ml;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;1;Yes;Yes;0;No;
98026331;LIQUID;;Booze Mango 60ml;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
98026573;LIQUID;;Booze Lychee 60ml;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
98631116;LIQUID;;American Fruity Pods;No;No;0;;;;;;Unbranded;Banana;100000;;;;;;;;;;;;;1;Yes;Yes;0;No;
144106722;LIQUID;;American Fruity Pods;No;No;0;;;;;;Unbranded;Grape;100000;;;;;;;;;;;;;1;Yes;Yes;0;No;
144106723;LIQUID;;American Fruity Pods;No;No;0;;;;;;Unbranded;Mango;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
144106724;LIQUID;;American Fruity Pods;No;No;0;;;;;;Unbranded;Melon;100000;;;;;;;;;;;;;2;Yes;Yes;0;No;
144106725;LIQUID;;American Fruity Pods;No;No;0;;;;;;Unbranded;Strawberry;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
98631126;LIQUID;;Muffin & XES Pods V2 Blueberry;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
98631138;LIQUID;;Foom Iced Tea;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;2;Yes;Yes;0;No;
98631144;LIQUID;;Foom Iced Capuccino;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;2;Yes;Yes;0;No;
98631147;LIQUID;;Foom Fresh Cola;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;2;Yes;Yes;0;No;
98864148;LIQUID;;Upods Salt Grape;No;No;0;;;;;;Unbranded;;90000;;;;;;;;;;;;;0;Yes;Yes;0;No;
98864150;LIQUID;;Upods Salt Mango;No;No;0;;;;;;Unbranded;;90000;;;;;;;;;;;;;0;Yes;Yes;0;No;
98864166;LIQUID;;Upods Salt Strawberry;No;No;0;;;;;;Unbranded;;90000;;;;;;;;;;;;;0;Yes;Yes;0;No;
99523212;MOD / POD;;Vmate E;No;No;0;;;;;;Unbranded;;325000;;;;;;;;;;;;;1;Yes;Yes;0;No;
99523273;ACCESSORIES;;Cartridge Vmate/Vthru;No;No;0;;;;;;Unbranded;;50000;;;;;;;;;;;;;0;Yes;Yes;0;No;
99527425;LIQUID;;Paradewa Sthorberry;No;No;0;;;;;;Unbranded;;150000;;;;;;;;;;;;;0;Yes;Yes;0;No;
99527432;LIQUID;;Foom Icy Mint;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;2;Yes;Yes;0;No;
99527460;LIQUID;;Salt Mjolk Strawberry;No;No;0;;;;;;Unbranded;;120000;;;;;;;;;;;;;0;Yes;Yes;0;No;
99527463;LIQUID;;Salt Mjolk Tiramisu;No;No;0;;;;;;Unbranded;;120000;;;;;;;;;;;;;0;Yes;Yes;0;No;
99527467;LIQUID;;Salt Mjolk Banana;No;No;0;;;;;;Unbranded;;120000;;;;;;;;;;;;;0;Yes;Yes;0;No;
99527479;LIQUID;;Kaze Salt : Summer;No;No;0;;;;;;Unbranded;;80000;;;;;;;;;;;;;0;Yes;Yes;0;No;
99527484;LIQUID;;Kaze Salt : Spring;No;No;0;;;;;;Unbranded;;80000;;;;;;;;;;;;;0;Yes;Yes;0;No;
99527672;LIQUID;;Munchies V5 Slurpee Pineapple;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
99527700;LIQUID;;Deex Fuchsia Salt;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
99527702;LIQUID;;Deex Red Salt;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
99527712;LIQUID;;Deex Tosca Salt;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
100601883;LIQUID;;Happi Krunch 60ml V3 Strawberry;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
100601910;LIQUID;;DUA Mixed Berry 60ml;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
100601920;LIQUID;;DUA Mixed Berry Salt;No;No;0;;;;;;Unbranded;;25000;;;;;;;;;;;;;0;Yes;Yes;0;No;
100601941;LIQUID;;Eskrim Mall Chocomint Salt;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;1;Yes;Yes;0;No;
101456325;LIQUID;;Whale Dream Hokkaido V2 Strawberry;No;No;0;;;;;;Unbranded;;155000;;;;;;;;;;;;;0;Yes;Yes;0;No;
101456328;MOD / POD;;Ursa Nano Pro Pod;No;No;0;;;;;;Unbranded;;285000;;;;;;;;;;;;;0;Yes;Yes;0;No;
101681715;ACCESSORIES;;Cartridge Ursa Nano Pro 0.6 Ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
102297469;LIQUID;;DUA Salt Banana;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
102297478;LIQUID;;DUA Salt Lychee;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
102297484;LIQUID;;DUA Salt Watermelon;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
102297492;ATOMIZER;;RDA Artha v1.5;No;No;0;;;;;;Unbranded;;300000;;;;;;;;;;;;;0;Yes;Yes;0;No;
102747640;LIQUID;;Iceland Watermelon;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;1;Yes;Yes;0;No;
103155701;ACCESSORIES;;Cartridge Empty Caliburn G;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;1;Yes;Yes;0;No;
103155901;LIQUID;;Grape Killer Salt;No;No;0;;;;;;Unbranded;;85000;;;;;;;;;;;;;0;Yes;Yes;0;No;
103246982;LIQUID;;Nuttyrilla Salt;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
103247023;LIQUID;;Nuttyrilla 60ml;No;No;0;;;;;;Unbranded;;50000;;;;;;;;;;;;;0;Yes;Yes;0;No;
103247046;ACCESSORIES;;Cartridge Foom X;No;No;0;;;;;;Unbranded;;35000;;;;;;;;;;;;;14;Yes;Yes;0;No;
103763926;LIQUID;;Kawa Kawa;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
103763940;LIQUID;;Glu 30ml;No;No;0;;;;;;Unbranded;V9 Pink Lady;120000;;;;;;;;;;;;;0;Yes;Yes;0;No;
130034483;LIQUID;;Glu 30ml;No;No;0;;;;;;Unbranded;V1 Cosmo Politan;120000;;;;;;;;;;;;;0;Yes;Yes;0;No;
103763946;LIQUID;;Munchies Salt V4 Soju Mango;No;No;0;;;;;;Unbranded;;90000;;;;;;;;;;;;;0;Yes;Yes;0;No;
103763950;LIQUID;;Foom Santorini;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
103763953;LIQUID;;Foom Ibiza;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
103763954;LIQUID;;Foom Barbados;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
103763960;LIQUID;;Foom Borabora;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
103764001;LIQUID;;Cream Raisin Salt V3 Cotton Candy;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
104228118;LIQUID;;Whale Dream Hokkaido V3 Honeydew;No;No;0;;;;;;Unbranded;;155000;;;;;;;;;;;;;0;Yes;Yes;0;No;
104321597;LIQUID;;Dmoon V2 (Strawberry Twister) 60ml;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
104321602;LIQUID;;Muffin & XES Pods V3 Banana;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
104321607;LIQUID;;Foom Gummy Yellow;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
104650437;MOD / POD;;Caliburn GK2 Pod;No;No;0;;;;;;Unbranded;Pink;335000;;;;;;;;;;;;;0;Yes;Yes;0;No;
130034393;MOD / POD;;Caliburn GK2 Pod;No;No;0;;;;;;Unbranded;Vision;285000;;;;;;;;;;;;;0;Yes;Yes;0;No;
104650466;LIQUID;;Foom Gummy Purple;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
104937975;LIQUID;;Foom Gummy Pink;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
104937989;LIQUID;;My Butter Blueberry Cheesecake;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
104938033;LIQUID;;Grape Killer 60ml;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
104938055;LIQUID;;Mango Killer 60ml;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
104938080;LIQUID;;Mango Killer Salt;No;No;0;;;;;;Unbranded;;85000;;;;;;;;;;;;;0;Yes;Yes;0;No;
104938082;LIQUID;;Apple Killer Salt;No;No;0;;;;;;Unbranded;;85000;;;;;;;;;;;;;0;Yes;Yes;0;No;
104938303;LIQUID;;Minus Two V1 Salt;No;No;0;;;;;;Unbranded;;90000;;;;;;;;;;;;;0;Yes;Yes;0;No;
104938308;LIQUID;;Minus Two V2 Salt;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
104938312;LIQUID;;Minus Two V3 Salt;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;1;Yes;Yes;0;No;
105645089;LIQUID;;Swtch Salt Apple;No;No;0;;;;;;Unbranded;;25000;;;;;;;;;;;;;0;Yes;Yes;0;No;
105645095;LIQUID;;Swtch Salt Mango;No;No;0;;;;;;Unbranded;;25000;;;;;;;;;;;;;0;Yes;Yes;0;No;
105645097;LIQUID;;Swtch Salt Pinekiwi;No;No;0;;;;;;Unbranded;;25000;;;;;;;;;;;;;0;Yes;Yes;0;No;
105645102;LIQUID;;Ala Carte Cream Caramel 60ml;No;No;0;;;;;;Unbranded;;150000;;;;;;;;;;;;;0;Yes;Yes;0;No;
105645259;MOD / POD;;Argus P1 Pod;No;No;0;;;;;;Unbranded;;315000;;;;;;;;;;;;;0;Yes;Yes;0;No;
106166297;LIQUID;;Happi Krunch Pods V3 Strawberry;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
106166322;LIQUID;;Andromeda V2 60ml;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
106166326;LIQUID;;Lunar Salt Hexohm Strawberry;No;No;0;;;;;;Unbranded;;125000;;;;;;;;;;;;;0;Yes;Yes;0;No;
106475141;LIQUID;;Bequ Salt Honeydew;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
106475144;LIQUID;;Bequ Salt Mango;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
107021714;LIQUID;;Foom Island Time;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
107021717;LIQUID;;Foom Fantasy Red;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
107021736;LIQUID;;Upods Ice Grape;No;No;0;;;;;;Unbranded;;85000;;;;;;;;;;;;;0;Yes;Yes;0;No;
107021737;LIQUID;;Upods Ice Strawberry;No;No;0;;;;;;Unbranded;;85000;;;;;;;;;;;;;1;Yes;Yes;0;No;
107021739;LIQUID;;Upods Permen Bubblegum;No;No;0;;;;;;Unbranded;;85000;;;;;;;;;;;;;0;Yes;Yes;0;No;
107021747;LIQUID;;Upods Ice Mango;No;No;0;;;;;;Unbranded;;85000;;;;;;;;;;;;;0;Yes;Yes;0;No;
107257599;LIQUID;;Oat Drips V7 60ml;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
107666071;MOD / POD;;Vmate Infinity;No;No;0;;;;;;Unbranded;;240000;;;;;;;;;;;;;0;Yes;Yes;0;No;
108738506;LIQUID;;Foom Lite Berry;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
108738525;LIQUID;;Oat Drips Salt V7;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
108901381;LIQUID;;Iceland Pear;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;1;Yes;Yes;0;No;
109612876;LIQUID;;Pokkibro strawberry 60ml;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
109738309;MOD / POD;;Foom X Pod;No;No;0;;;;;;Unbranded;;175000;;;;;;;;;;;;;0;Yes;Yes;0;No;
110338549;LIQUID;;Eno Mango Bubblegum 60ml;No;No;0;;;;;;Unbranded;;120000;;;;;;;;;;;;;0;Yes;Yes;0;No;
110338590;LIQUID;;Exo : Apple;No;No;0;;;;;;Unbranded;;90000;;;;;;;;;;;;;0;Yes;Yes;0;No;
110338621;LIQUID;;Cream Raisin 60ml V4 Banana;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;1;Yes;Yes;0;No;
111356719;LIQUID;;Jinak Liquid;No;No;0;;;;;;Unbranded;Ketan;125000;;;;;;;;;;;;;0;Yes;Yes;0;No;
129344179;LIQUID;;Jinak Liquid;No;No;0;;;;;;Unbranded;Kopi Caramel Cappucino;125000;;;;;;;;;;;;;0;Yes;Yes;0;No;
129344180;LIQUID;;Jinak Liquid;No;No;0;;;;;;Unbranded;Doger;125000;;;;;;;;;;;;;0;Yes;Yes;0;No;
129344181;LIQUID;;Jinak Liquid;No;No;0;;;;;;Unbranded;Cendol;125000;;;;;;;;;;;;;0;Yes;Yes;0;No;
134421307;LIQUID;;Jinak Liquid;No;No;0;;;;;;Unbranded;Taro;125000;;;;;;;;;;;;;0;Yes;Yes;0;No;
111359766;LIQUID;;Emkay : Sagwa Salt;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
111811928;LIQUID;;Golden Butter Pandan;No;No;0;;;;;;Unbranded;;50000;;;;;;;;;;;;;0;Yes;Yes;0;No;
111811934;LIQUID;;Golden Butter;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
111811980;LIQUID;;Golden Butter Krunch;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
113234424;LIQUID;;Foom Strawberry Ice Cream;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;1;Yes;Yes;0;No;
113714410;ACCESSORIES;;Cartridge Solus 0.9ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
113714418;MOD / POD;;Ursa Baby Pro;No;No;0;;;;;;Unbranded;;285000;;;;;;;;;;;;;0;Yes;Yes;0;No;
113840076;LIQUID;;Muffin & XES 60ml V3;No;No;0;;;;;;Unbranded;;150000;;;;;;;;;;;;;1;Yes;Yes;0;No;
113840243;LIQUID;;Eno Strawberrry salt;No;No;0;;;;;;Unbranded;;105000;;;;;;;;;;;;;0;Yes;Yes;0;No;
113840301;LIQUID;;Eno Mango salt;No;No;0;;;;;;Unbranded;;105000;;;;;;;;;;;;;0;Yes;Yes;0;No;
114446389;LIQUID;;Fake Orgasm;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
115102740;ACCESSORIES;;Cartridge Jellybox;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
115102743;ACCESSORIES;;Coil Jellybox;No;No;0;;;;;;Unbranded;0.5 Ohm;40000;;;;;;;;;;;;;0;Yes;Yes;0;No;
130034453;ACCESSORIES;;Coil Jellybox;No;No;0;;;;;;Unbranded;1.0 Ohm;40000;;;;;;;;;;;;;0;Yes;Yes;0;No;
115102804;LIQUID;;Bequ Blackcurrant;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
115102824;LIQUID;;Bequ Watermelon;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;2;Yes;Yes;0;No;
115861369;LIQUID;;Besti Baiyles;No;No;0;;;;;;Unbranded;;115000;;;;;;;;;;;;;1;Yes;Yes;0;No;
115861373;LIQUID;;Besti Lychee;No;No;0;;;;;;Unbranded;;115000;;;;;;;;;;;;;0;Yes;Yes;0;No;
115861384;LIQUID;;Besti Watermelon;No;No;0;;;;;;Unbranded;;115000;;;;;;;;;;;;;0;Yes;Yes;0;No;
115861398;LIQUID;;Besti  Mango;No;No;0;;;;;;Unbranded;;115000;;;;;;;;;;;;;0;Yes;Yes;0;No;
115981168;MOD / POD;;Hannya Airtok;No;No;0;;;;;;Unbranded;;225000;;;;;;;;;;;;;0;Yes;Yes;0;No;
115981176;ACCESSORIES;;Cartridge Hannya Nano Pro;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;2;Yes;Yes;0;No;
115981179;MOD / POD;;Jellybox XS;No;No;0;;;;;;Unbranded;;300000;;;;;;;;;;;;;0;Yes;Yes;0;No;
115981184;MOD / POD;;Manto AIO;No;No;0;;;;;;Unbranded;;360000;;;;;;;;;;;;;0;Yes;Yes;0;No;
116319523;ACCESSORIES;;Coil Manto AIO 0.3 Ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
116522332;LIQUID;;Pisang Rakyat;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
116522352;LIQUID;;Pisang Rakyat Salt;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
116606512;ACCESSORIES;;On Toolkit V1;No;No;0;;;;;;Unbranded;;90000;;;;;;;;;;;;;1;Yes;Yes;0;No;
116620730;ACCESSORIES;;Coil Exceed Grip 0.4 Ohm;No;No;0;;;;;;Unbranded;;35000;;;;;;;;;;;;;0;Yes;Yes;0;No;
116625164;ACCESSORIES;;Cartridge Empty Ursa;No;No;0;;;;;;Unbranded;;35000;;;;;;;;;;;;;2;Yes;Yes;0;No;
116643847;MOD / POD;;Centaurus M200 Mod;No;No;0;;;;;;Unbranded;;585000;;;;;;;;;;;;;0;Yes;Yes;0;No;
116643860;MOD / POD;;Oxva Xlim Pro;No;No;0;;;;;;Unbranded;;330000;;;;;;;;;;;;;0;Yes;Yes;0;No;
116643884;ACCESSORIES;;Cartridge Kuy gox;No;No;0;;;;;;Unbranded;;35000;;;;;;;;;;;;;0;Yes;Yes;0;No;
116643888;ACCESSORIES;;Prebuild Garilo Baby Alien 0.2 ohm;No;No;0;;;;;;Unbranded;;75000;;;;;;;;;;;;;0;Yes;Yes;0;No;
116643941;ACCESSORIES;;Coil Ursa UB Mini 0.6 Ohm;No;No;0;;;;;;Unbranded;;35000;;;;;;;;;;;;;0;Yes;Yes;0;No;
116845786;LIQUID;;Upods Pineapple;No;No;0;;;;;;Unbranded;;85000;;;;;;;;;;;;;0;Yes;Yes;0;No;
116845800;LIQUID;;Upods Apple;No;No;0;;;;;;Unbranded;;85000;;;;;;;;;;;;;0;Yes;Yes;3;No;
116847987;LIQUID;;Apple Killer 60ml;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;2;No;
116851308;LIQUID;;Foom Icy Honeydew;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;2;Yes;Yes;0;No;
116851331;LIQUID;;Juice O Rama V3;No;No;0;;;;;;Unbranded;;155000;;;;;;;;;;;;;2;Yes;Yes;0;No;
116971290;ACCESSORIES;;Coil Smok RPM2 0.16 Ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
116975881;ACCESSORIES;;Coil Ursa UB Mini 1.0 Ohm;No;No;0;;;;;;Unbranded;;35000;;;;;;;;;;;;;0;Yes;Yes;0;No;
116975883;ACCESSORIES;;Coil Ursa UB Mini 0.8 Ohm;No;No;0;;;;;;Unbranded;;35000;;;;;;;;;;;;;0;Yes;Yes;0;No;
116975885;MOD / POD;;Argus MT 100 Kit;No;No;0;;;;;;Unbranded;;650000;;;;;;;;;;;;;0;Yes;Yes;0;No;
117103627;ACCESSORIES;;Cartridge Dotpod;No;No;0;;;;;;Unbranded;0.6 ohm;45000;;;;;;;;;;;;;1;Yes;Yes;0;No;
137003530;ACCESSORIES;;Cartridge Dotpod;No;No;0;;;;;;Unbranded;0.8 ohm;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
117103662;ACCESSORIES;;Coil Aspire Cloudflask 0.25 ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;1;Yes;Yes;0;No;
117133998;LIQUID;;Leuga Cheese Tar 60ml;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
117134100;LIQUID;;Leuga Pisang Banget 60ml;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
117134102;LIQUID;;Leuga Strawars 60ml;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
117134115;LIQUID;;Leuga Juragan 60ml;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
117135118;LIQUID;;Neom Mango Ice Salt 30ml;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
117135720;LIQUID;;Neom Baileys Salt 30ml;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
117136929;LIQUID;;Neom Grape Ice Salt 30ml;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
117273242;LIQUID;;Whale Dream Fantasy;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
117273258;LIQUID;;Hero57 : Puff Original Wafer 60ml;No;No;0;;;;;;Unbranded;;50000;;;;;;;;;;;;;0;Yes;Yes;0;No;
117273288;LIQUID;;American Breakfast V1 60ml;No;No;0;;;;;;Unbranded;;145000;;;;;;;;;;;;;0;Yes;Yes;0;No;
117273298;LIQUID;;American Breakfast V2 60ml;No;No;0;;;;;;Unbranded;;145000;;;;;;;;;;;;;0;Yes;Yes;0;No;
117273309;LIQUID;;American Breakfast V4 60ml;No;No;0;;;;;;Unbranded;;145000;;;;;;;;;;;;;0;Yes;Yes;0;No;
117273328;LIQUID;;Juice O Rama V2;No;No;0;;;;;;Unbranded;;155000;;;;;;;;;;;;;1;Yes;Yes;0;No;
117411410;ACCESSORIES;;Cartridge RELX 1.2 Ohm;No;No;0;;;;;;Unbranded;;35000;;;;;;;;;;;;;3;Yes;Yes;0;No;
117489251;ACCESSORIES;;Prebuild Breakbeat Baby Alien 0.18 Ohm;No;No;0;;;;;;Unbranded;;75000;;;;;;;;;;;;;0;Yes;Yes;0;No;
