Internal ID Variant (Do Not Edit);Category;SKU;Items Name (Do Not Edit);ecommerce item? (Yes/No);Pre-order ? (Yes/No);Processing days;Weight (gm);Length (cm);Width (cm);Height (cm);Condition;Brand Name;Variant name;Basic - Price;Image 1 (for Online Store);Image 2 (for Online Store);Image 3 (for Online Store);Image 4 (for Online Store);Image 5 (for Online Store);Image 6 (for Online Store);Image 7 (for Online Store);Image 8 (for Online Store);Image 9 (for Online Store);Image 10 (for Online Store);Image 11 (for Online Store);Image 12 (for Online Store);In Stock;Track Stock;Track Alert;Stock Alert;Track Cost;Cost Amount
90729600;LIQUID;;Exo : Strawberry;No;No;0;;;;;;Unbranded;;90000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729601;LIQUID;;Ala Carte Cream Raisin 60ml;No;No;0;;;;;;Unbranded;;150000;;;;;;;;;;;;;2;Yes;Yes;0;No;
90729602;LIQUID;;Candyman Salt Mango;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729603;LIQUID;;Candyman Salt Grape;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729604;LIQUID;;Paradewa Apple;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729605;LIQUID;;Paradewa Mango;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729609;LIQUID;;My Oats Salt Milo;No;No;0;;;;;;Unbranded;;85000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729610;LIQUID;;My Oats Salt Original;No;No;0;;;;;;Unbranded;;85000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729611;LIQUID;;Candyman Salt Strawberry;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729612;LIQUID;;Candyman Salt Honeydew;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;1;Yes;Yes;0;No;
90729613;ACCESSORIES;;Coil Oxva Origin 0.3 Ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729616;MOD / POD;;Oxva Origin Carbon;No;No;0;;;;;;Unbranded;;260000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729617;LIQUID;;Munchies V3 Soju Grape;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729618;LIQUID;;DUA Salt Blueberry;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729619;LIQUID;;DUA Salt Strawberry;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729624;ACCESSORIES;;Coil Smok RPM3 0.15 Ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729625;ACCESSORIES;;Coil Aegis Boost 0.4 Ohm;No;No;0;;;;;;Unbranded;;35000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729626;ACCESSORIES;;Cartridge Oxva Origin;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;3;Yes;Yes;0;No;
90729627;ACCESSORIES;;Cartridge Xros 0.8 Ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;2;Yes;Yes;0;No;
90729628;ACCESSORIES;;Cartridge Xros 1.2 Ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;3;Yes;Yes;0;No;
90729629;LIQUID;;Cream Raisin 60ml V3 Cotton Candy;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729633;ACCESSORIES;;Cartridge Vinci Pod 2/Drag Nano 2;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;1;Yes;Yes;0;No;
90729634;MOD / POD;;Vaporesso Xros Pod;No;No;0;;;;;;Unbranded;;235000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729636;LIQUID;;Mangopy Blast Salt;No;No;0;;;;;;Unbranded;;75000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729638;LIQUID;;Muffin & XES 60ml V1;No;No;0;;;;;;Unbranded;;150000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729639;LIQUID;;My Oats Masterpiece;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729641;LIQUID;;Hero57 : Crush;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729643;LIQUID;;Hero57 : Grape Berry 60ml;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729644;LIQUID;;Cream Raisin Salt V1;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;2;Yes;Yes;0;No;
90729646;LIQUID;;Latt Mjolk Banana 60ml;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729647;LIQUID;;Skcub Strawberry 60ml;No;No;0;;;;;;Unbranded;;125000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729648;LIQUID;;Berry Frost 30ml;No;No;0;;;;;;Unbranded;;95000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729649;LIQUID;;Krusty Crepes 30ml;No;No;0;;;;;;Unbranded;V1 Cheese Original;100000;;;;;;;;;;;;;1;Yes;Yes;0;No;
124339071;LIQUID;;Krusty Crepes 30ml;No;No;0;;;;;;Unbranded;V2 Italian Dessert;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
124339072;LIQUID;;Krusty Crepes 30ml;No;No;0;;;;;;Unbranded;V3 Greek Yogurt;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
124339073;LIQUID;;Krusty Crepes 30ml;No;No;0;;;;;;Unbranded;V4 Beligian Chocolate;100000;;;;;;;;;;;;;1;Yes;Yes;0;No;
124339074;LIQUID;;Krusty Crepes 30ml;No;No;0;;;;;;Unbranded;V5 Queen Savory;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729650;LIQUID;;Komodo Breakfast Salt Not so Lazy;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729651;LIQUID;;Aflo Salt Blackcurrant Brain Freeze;No;No;0;;;;;;Unbranded;;60000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729652;LIQUID;;Aflo Salt Ice Blast;No;No;0;;;;;;Unbranded;;60000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729656;ACCESSORIES;;Coil Caliburn G 0.8 Ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729657;ACCESSORIES;;Coil Voopoo Vinci 0.15 Ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729658;LIQUID;;Candyman Pineapple;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729659;LIQUID;;Latt Mjolk Original;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729660;LIQUID;;Munchies V2 Soju Strawberry;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729662;LIQUID;;Exo Salt : Strawberry;No;No;0;;;;;;Unbranded;;85000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729672;MOD / POD;;Thelema Quest;No;No;0;;;;;;Unbranded;;495000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729674;LIQUID;;Aflo Salt Grape Candy;No;No;0;;;;;;Unbranded;;60000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729675;LIQUID;;Lunar Salt Sweet Mango;No;No;0;;;;;;Unbranded;;60000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729677;LIQUID;;Aflo Salt Lychee Watermelon;No;No;0;;;;;;Unbranded;;60000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729679;LIQUID;;Aflo Salt Virginia Tobacco;No;No;0;;;;;;Unbranded;;60000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729680;MOD / POD;;Voopoo Drag X Pro;No;No;0;;;;;;Unbranded;;450000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729681;MOD / POD;;Voopoo Drag S Pro;No;No;0;;;;;;Unbranded;;470000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729682;MOD / POD;;Caliburn A2;No;No;0;;;;;;Unbranded;;230000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729683;ACCESSORIES;;Coil Voopoo Drag TPP 0.15 Ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;1;Yes;Yes;0;No;
90729688;LIQUID;;Iceland Strawberry;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;2;Yes;Yes;0;No;
90729689;LIQUID;;Iceland Grape;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;2;Yes;Yes;0;No;
90729690;LIQUID;;Iceland Mango;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;1;Yes;Yes;0;No;
90729692;LIQUID;;Oat Drips V5 60ml  (Chocolate);No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729696;ACCESSORIES;;Cartridge Caliburn A2/AK2;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729698;ACCESSORIES;;Coil Voopoo Drag TPP 0.3 Ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;2;Yes;Yes;0;No;
90729699;ACCESSORIES;;Tank TPP Drag Pod;No;No;0;;;;;;Unbranded;;160000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729700;MOD / POD;;Caliburn AK2;No;No;0;;;;;;Unbranded;;250000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729701;LIQUID;;Hero57 Salt :NYX Lychee Peach;No;No;0;;;;;;Unbranded;;95000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729703;LIQUID;;Foom Salt Java Kretek;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;1;Yes;Yes;0;No;
90729706;LIQUID;;Foom Icy Mango;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;3;Yes;Yes;0;No;
90729708;LIQUID;;Croffle Trouble 60ml;No;No;0;;;;;;Unbranded;;145000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729709;LIQUID;;Muffin & XES Pods V1;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729710;ACCESSORIES;;Dbandits Baby Alien;No;No;0;;;;;;Unbranded;;50000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729711;LIQUID;;Minus Two 60ml;No;No;0;;;;;;Unbranded;V1 Energy Drink;135000;;;;;;;;;;;;;2;Yes;Yes;0;No;
144106514;LIQUID;;Minus Two 60ml;No;No;0;;;;;;Unbranded;V2 Mocktail Lemonade;135000;;;;;;;;;;;;;1;Yes;Yes;0;No;
144106515;LIQUID;;Minus Two 60ml;No;No;0;;;;;;Unbranded;V3 Slurpee Soda;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
144106516;LIQUID;;Minus Two 60ml;No;No;0;;;;;;Unbranded;V5 Mango Pen;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
144106517;LIQUID;;Minus Two 60ml;No;No;0;;;;;;Unbranded;V6 Grape Currant;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
144106518;LIQUID;;Minus Two 60ml;No;No;0;;;;;;Unbranded;V7 Strawberry Candy;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729713;LIQUID;;Emperor Promo;No;No;0;;;;;;Unbranded;;75000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729715;LIQUID;;Paradewa Salt Mango;No;No;0;;;;;;Unbranded;;125000;;;;;;;;;;;;;2;Yes;Yes;0;No;
90729719;ACCESSORIES;;CT Empty Caliburn G2/GK2;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;1;Yes;Yes;0;No;
90729720;LIQUID;;Iceberg : Apple Peach;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729722;LIQUID;;Oat Drips Salt V5 (Chocolate);No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;2;Yes;Yes;0;No;
90729723;LIQUID;;Cream Raisin Salt V2 Dessert;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729724;LIQUID;;Candyman Salt Freezy Green;No;No;0;;;;;;Unbranded;;75000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729725;LIQUID;;Candyman Salt Ice Black;No;No;0;;;;;;Unbranded;;75000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729726;LIQUID;;Candyman Salt Doublemint;No;No;0;;;;;;Unbranded;;75000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729727;ACCESSORIES;;Coil Voopoo Drag TPP 0.2 Ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729731;LIQUID;;Krusty Crepes V3;No;No;0;;;;;;Unbranded;;150000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729733;LIQUID;;Foom Icy Watermelon;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;2;Yes;Yes;0;No;
90729734;LIQUID;;Foom Icy Berry;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;2;Yes;Yes;0;No;
90729735;LIQUID;;Lemon Poundcake Salt;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729736;LIQUID;;Paradewa Salt Apple;No;No;0;;;;;;Unbranded;;125000;;;;;;;;;;;;;2;Yes;Yes;0;No;
90729737;MOD / POD;;Kuy Pod V2;No;No;0;;;;;;Unbranded;;115000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729741;ACCESSORIES;;Cartridge Ursa Nano/Baby 0.8 Ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729742;LIQUID;;DUA Grape 60ml;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729743;LIQUID;;Foom Salt Galapagos;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729744;LIQUID;;Foom Maldives;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;5;Yes;Yes;0;No;
90729745;LIQUID;;Foom Salt Bahamas;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729747;LIQUID;;Lakley Bananola Salt;No;No;0;;;;;;Unbranded;;105000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729748;LIQUID;;Lakley 60ml Bananola;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;2;Yes;Yes;0;No;
90729749;MOD / POD;;Ursa Nano Pod;No;No;0;;;;;;Unbranded;;185000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729751;LIQUID;;Latt Mjolk Tiramisu 60ml;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729754;MOD / POD;;Oxva Xlim V2 Pod;No;No;0;;;;;;Unbranded;;285000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729755;LIQUID;;Cookies Cream Cheese;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729756;LIQUID;;Paradewa Chocoloki;No;No;0;;;;;;Unbranded;;150000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729757;LIQUID;;Oat Drips V1 60ml (Original);No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;2;Yes;Yes;0;No;
90729759;LIQUID;;Yoghurt Drips V1;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729760;LIQUID;;Bequ Manggo;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729761;LIQUID;;Bequ Honeydew;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729762;LIQUID;;Bequ Pomegranate;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;1;Yes;Yes;0;No;
90729763;LIQUID;;Yoghurt Drips v2;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729764;LIQUID;;Hero57 : NYX Lyche Peach 60ml;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729765;LIQUID;;Hero57 : NYX Grape Apple 60ml;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729766;LIQUID;;Hero57 : NYX Mango Raspberry 60ml;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729767;LIQUID;;Hero57 : NYX Grape Peach 60ml;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729769;LIQUID;;Exo Salt : Ice Blast 15ml;No;No;0;;;;;;Unbranded;;50000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729770;LIQUID;;Elo Bubblegum;No;No;0;;;;;;Unbranded;;70000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729771;LIQUID;;Eno Ice Berry;No;No;0;;;;;;Unbranded;;70000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90729772;LIQUID;;Eno Ice;No;No;0;;;;;;Unbranded;;70000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90860260;LIQUID;;Latt Mjolk Stawberry 60ml;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90860268;LIQUID;;Skcub Blueberry 60ml;No;No;0;;;;;;Unbranded;;50000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90860278;LIQUID;;Happi Krunch 60ml V1 Chocolate;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;1;Yes;Yes;0;No;
90860288;LIQUID;;Aflo Salt Poundcake;No;No;0;;;;;;Unbranded;;25000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90860296;LIQUID;;Aflo Salt Banana Roll Cake;No;No;0;;;;;;Unbranded;;60000;;;;;;;;;;;;;0;Yes;Yes;0;No;
90860306;LIQUID;;Aflo Salt Coffee n Rum;No;No;0;;;;;;Unbranded;;60000;;;;;;;;;;;;;0;Yes;Yes;0;No;
91034991;LIQUID;;Oat Drips V6 60ml (Strawberry Milk);No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
91035009;LIQUID;;Dmoon Salt;No;No;0;;;;;;Unbranded;;125000;;;;;;;;;;;;;0;Yes;Yes;0;No;
91757845;LIQUID;;Newton 60ml;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
91757872;LIQUID;;Newton Salt;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
91757877;LIQUID;;Hero57 : Luna Magic Blueberry Pancake;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
91787421;LIQUID;;Skcub Pods Strawberry Ice Cream;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
92197528;LIQUID;;Kuy Salt Breakfast Cereal;No;No;0;;;;;;Unbranded;;50000;;;;;;;;;;;;;0;Yes;Yes;0;No;
92197583;LIQUID;;Kuy Salt Berrys Cereal;No;No;0;;;;;;Unbranded;;50000;;;;;;;;;;;;;0;Yes;Yes;0;No;
92198212;LIQUID;;Chznanarilla Pods Friendly;No;No;0;;;;;;Unbranded;;105000;;;;;;;;;;;;;0;Yes;No;0;No;
92346560;LIQUID;;Munchies Salt V3 Soju Grape;No;No;0;;;;;;Unbranded;;90000;;;;;;;;;;;;;0;Yes;Yes;0;No;
92346561;LIQUID;;Munchies Salt V2 Soju Strawberry;No;No;0;;;;;;Unbranded;;90000;;;;;;;;;;;;;0;Yes;Yes;0;No;
92346569;LIQUID;;Gelato v2;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
92346571;LIQUID;;Gelato v1;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
92346646;MOD / POD;;Aegis Boost Luxury Edition Pod Mod 100W;No;No;0;;;;;;Unbranded;;400000;;;;;;;;;;;;;0;Yes;Yes;0;No;
92613826;LIQUID;;Elo Lemon Lime Soda;No;No;0;;;;;;Unbranded;;25000;;;;;;;;;;;;;0;Yes;Yes;0;No;
92613832;LIQUID;;Elo Cola Soda;No;No;0;;;;;;Unbranded;;70000;;;;;;;;;;;;;0;Yes;Yes;0;No;
92613843;LIQUID;;Bananarilla Pods Friendly;No;No;0;;;;;;Unbranded;;105000;;;;;;;;;;;;;0;Yes;Yes;0;No;
92613847;LIQUID;;Lunar Sweet Lychee;No;No;0;;;;;;Unbranded;;50000;;;;;;;;;;;;;0;Yes;Yes;0;No;
92613927;LIQUID;;Lunar Sweet Honeydew;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
92922939;LIQUID;;Dmoon V1 (Banana Ice Croffle) 60ml;No;No;0;;;;;;Unbranded;;50000;;;;;;;;;;;;;0;Yes;Yes;0;No;
93318487;ACCESSORIES;;Coil UB Lite 0.8ohm (Thelema);No;No;0;;;;;;Unbranded;;40000;;;;;;;;;;;;;0;Yes;Yes;0;No;
93318798;LIQUID;;Liquid Sucks;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
93516946;LIQUID;;Muffin & XES 60ml V2 Blueberry;No;No;0;;;;;;Unbranded;;150000;;;;;;;;;;;;;0;Yes;Yes;0;No;
93582756;MOD / POD;;Smok RPM 5 Kit;No;No;0;;;;;;Unbranded;;420000;;;;;;;;;;;;;0;Yes;Yes;0;No;
93582905;ACCESSORIES;;Coil LP2 0.23 Ohm;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
93582912;LIQUID;;Bequ Strawberry;No;No;0;;;;;;Unbranded;;135000;;;;;;;;;;;;;0;Yes;Yes;0;No;
93664270;LIQUID;;Snack V3 Milk Cookies;No;No;0;;;;;;Unbranded;;120000;;;;;;;;;;;;;0;Yes;Yes;0;No;
93664272;LIQUID;;Snack V2 Banana Softcake;No;No;0;;;;;;Unbranded;;120000;;;;;;;;;;;;;0;Yes;Yes;0;No;
93664273;LIQUID;;Snack V1 Strawberry Vanilla Biscuit;No;No;0;;;;;;Unbranded;;50000;;;;;;;;;;;;;0;Yes;Yes;0;No;
93664278;LIQUID;;Cream Raisin 60ml V1;No;No;0;;;;;;Unbranded;;50000;;;;;;;;;;;;;0;Yes;Yes;0;No;
93664441;LIQUID;;Andromeda V1 60ml;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
93664443;LIQUID;;Kopi Cino Salt 30ml;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;1;Yes;Yes;0;No;
93720973;MOD / POD;;Ursa Baby Pod;No;No;0;;;;;;Unbranded;;190000;;;;;;;;;;;;;0;Yes;Yes;0;No;
93720976;LIQUID;;Waffle V1 Vanilla Cheese;No;No;0;;;;;;Unbranded;;50000;;;;;;;;;;;;;0;Yes;Yes;0;No;
93720981;LIQUID;;Whale Dream Hokkaido V1 Cheese;No;No;0;;;;;;Unbranded;;155000;;;;;;;;;;;;;0;Yes;Yes;0;No;
93813183;ACCESSORIES;;Lanyard Custom;No;No;0;;;;;;Unbranded;Exclusive;50000;;;;;;;;;;;;;0;Yes;Yes;0;No;
95460394;ACCESSORIES;;Lanyard Custom;No;No;0;;;;;;Unbranded;Standard;35000;;;;;;;;;;;;;1;Yes;Yes;0;No;
93813187;ATOMIZER;;Dead Rabbit RDA V3;No;No;0;;;;;;Unbranded;;350000;;;;;;;;;;;;;1;Yes;Yes;0;No;
94056005;LIQUID;;Happi Krunch 60ml V2 White;No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
94106889;LIQUID;;Eno Bublegum Strawberry 60ml;No;No;0;;;;;;Unbranded;;105000;;;;;;;;;;;;;0;Yes;Yes;0;No;
94106895;LIQUID;;Eno Bublegum Mango 60ml;No;No;0;;;;;;Unbranded;;105000;;;;;;;;;;;;;2;Yes;Yes;0;No;
94106906;LIQUID;;Eno Bublegum Grape;No;No;0;;;;;;Unbranded;;70000;;;;;;;;;;;;;0;Yes;Yes;0;No;
94275173;LIQUID;;Salt 40 Ice Genius;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
94275174;LIQUID;;Salt 40 Frosty Blast;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
94275175;LIQUID;;Salt 40 Green Grape;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
94275186;LIQUID;;Salt 40 Red Melon;No;No;0;;;;;;Unbranded;;100000;;;;;;;;;;;;;0;Yes;Yes;0;No;
94275191;LIQUID;;Salt 40 Sweet Apple;No;No;0;;;;;;Unbranded;;45000;;;;;;;;;;;;;0;Yes;Yes;0;No;
94275193;LIQUID;;Mangopy 60ml;No;No;0;;;;;;Unbranded;;110000;;;;;;;;;;;;;0;Yes;Yes;0;No;
94493260;LIQUID;;Oat Drips V2 60ml (Mung Bean);No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;0;Yes;Yes;0;No;
94493266;LIQUID;;Oat Drips V3 60ml (Banana);No;No;0;;;;;;Unbranded;;140000;;;;;;;;;;;;;1;Yes;Yes;0;No;
94493271;LIQUID;;Snack Salt V1 Strawberry Vanilla Biscuit;No;No;0;;;;;;Unbranded;;90000;;;;;;;;;;;;;0;Yes;Yes;0;No;
94493274;LIQUID;;Snack Salt V2 Banana Softcake;No;No;0;;;;;;Unbranded;;90000;;;;;;;;;;;;;0;Yes;Yes;0;No;
94493278;LIQUID;;Snack Salt V3 Milk Cookies;No;No;0;;;;;;Unbranded;;90000;;;;;;;;;;;;;0;Yes;Yes;0;No;
95432629;LIQUID;;Snack Salt V4 Cake Tiramisu;No;No;0;;;;;;Unbranded;;90000;;;;;;;;;;;;;0;Yes;Yes;0;No;
95432644;LIQUID;;Energy Drip;No;No;0;;;;;;Unbranded;;130000;;;;;;;;;;;;;0;Yes;Yes;0;No;
95432651;LIQUID;;Nex Ice Cream Raisin Pods;No;No;0;;;;;;Unbranded;;65000;;;;;;;;;;;;;0;Yes;Yes;0;No;
95589552;LIQUID;;Elo Ice Blast peach Salt;No;No;0;;;;;;Unbranded;;95000;;;;;;;;;;;;;0;Yes;Yes;0;No;
96226802;MOD / POD;;Ursa Nano Pod Pink Edition;No;No;0;;;;;;Unbranded;;245000;;;;;;;;;;;;;0;Yes;Yes;0;No;
96304608;MOD / POD;;Vaporesso Gen 200;No;No;0;;;;;;Unbranded;;450000;;;;;;;;;;;;;0;Yes;Yes;0;No;
96577313;MOD / POD;;FreesX Pod;No;No;0;;;;;;Unbranded;;150000;;;;;;;;;;;;;1;Yes;Yes;0;No;
96577317;ACCESSORIES;;OCC FreesX;No;No;0;;;;;;Unbranded;;35000;;;;;;;;;;;;;2;Yes;Yes;0;No;
